Date,Open,High,Low,Close,Volume,MA_5,MA_50,MA_200,Movement
2018-12-24,217.50126510437852,219.13907865836583,213.1610765411796,213.22476196289062,147311600,222.7741668701172,242.81536010742187,247.5523408508301,1.0
2018-12-26,214.70787619193916,223.99789428710938,212.6970025832191,223.99789428710938,218485400,221.42404479980468,242.3027651977539,247.4288310241699,1.0
2018-12-27,220.71319920241555,225.9177849423151,217.4284782568108,225.71762084960938,186267300,221.10899658203124,241.85260620117188,247.32195640563964,0.0
2018-12-28,227.09154653300433,228.7475478543602,224.24357135759385,225.4264373779297,153100200,221.47567749023438,241.2880697631836,247.219965133667,1.0
2018-12-31,227.0733772102394,227.64661546075507,225.17170013280466,227.40093994140625,144299400,223.15353088378907,240.76211822509765,247.12918556213378,0.0
2019-01-02,223.8159561891046,228.5747167798688,223.78866045128262,227.63751220703125,126925200,226.03608093261718,240.31417388916014,247.03825798034669,-1.0
2019-01-03,225.86318089493466,226.17255567674601,221.71406285447193,222.20541381835938,144140700,225.67758483886718,239.7602993774414,246.93679985046387,1.0
2019-01-04,225.28081823265416,230.30344070343705,224.89866413694872,229.6483154296875,142628800,226.4637237548828,239.3777182006836,246.87049423217775,1.0
2019-01-07,229.92133612256708,232.88758839025525,229.0114412557297,231.4590606689453,103139100,227.67024841308594,239.05667999267578,246.8155738067627,1.0
2019-01-08,233.67919365251507,234.12503322731817,231.11328360335872,233.63368225097656,102512600,228.916796875,238.92911895751953,246.8018283843994,0.0
2019-01-09,234.35252570038037,235.58088935571797,233.10597414364247,234.7255859375,95006600,230.33441162109375,238.73727722167968,246.8187342071533,0.0
2019-01-10,233.1696385370635,235.80832777000856,232.47810963835823,235.55355834960938,96823900,233.00404052734376,238.6479333496094,246.80813301086425,0.0
2019-01-11,234.46171224902778,235.67188802157057,233.87028611485798,235.64459228515625,73858100,234.2032958984375,238.58700592041015,246.81820335388184,-1.0
2019-01-14,233.71558868049993,235.02583954668285,233.30615263968554,234.20693969726562,70908200,234.75287170410155,238.42658599853516,246.8245369720459,1.0
2019-01-15,234.58908058150985,237.20958201016597,234.5799727479512,236.89111328125,85208300,235.40435791015625,238.26810455322266,246.82940956115723,0.0
2019-01-16,237.32784903419477,238.36514243721453,237.11859100107674,237.46435546875,77636700,235.95211181640624,238.06898040771483,246.8626089477539,1.0
2019-01-17,236.58180242422014,240.139495124978,236.5362910145861,239.26597595214844,96118400,236.69459533691406,237.93519989013672,246.89002433776855,1.0
2019-01-18,241.10388946376008,242.92367872685435,239.30228809689578,242.4505157470703,127900300,238.05578002929687,237.8379721069336,246.92085609436035,-1.0
2019-01-22,240.9583405061119,241.17670636599152,237.5371272731459,239.1749267578125,115531200,239.04937744140625,237.64393157958983,246.92598602294922,0.0
2019-01-23,240.22129634954732,240.93101306854632,237.1731437068508,239.67535400390625,86030300,239.6062255859375,237.3533364868164,246.96015480041504,0.0
2019-01-24,239.49337351262082,240.39418813755964,238.46518807036458,239.802734375,59204100,240.0739013671875,237.0745150756836,246.989222946167,1.0
2019-01-25,241.67713855572103,242.6689482989801,239.90286040002852,241.8318328857422,96883400,240.58707275390626,236.885849609375,247.00983421325682,-1.0
2019-01-28,239.65720932714336,240.05753750050897,238.20137206548117,239.99386596679688,85613700,240.09574279785156,236.75432434082032,247.0274863433838,0.0
2019-01-29,240.13940916286833,240.71261946962122,238.82915864044224,239.67535400390625,66136300,240.19582824707032,236.62565643310546,247.03381843566893,1.0
2019-01-30,241.21315906035966,244.324984268576,240.43974279204946,243.4696807861328,92473700,240.95469360351564,236.60652557373047,247.06261894226074,1.0
2019-01-31,243.40596504757863,246.09924586083537,243.18757141508698,245.60789489746094,104012100,242.1157257080078,236.57913940429688,247.09233833312987,0.0
2019-02-01,245.80809875574226,246.76350505004388,244.92549960253572,245.72621154785156,85782500,242.89460144042968,236.54127349853516,247.1098291015625,1.0
2019-02-04,245.7716756078303,247.51868587370265,245.08925449531216,247.45498657226562,60744800,244.38682556152344,236.6217498779297,247.13506706237794,0.0
2019-02-05,247.89177558767958,248.80167051267685,247.38223665110425,248.4923095703125,79552800,246.15021667480468,236.81307220458984,247.17221557617188,0.0
2019-02-06,248.2102605554,248.71069168967514,247.41865636186344,248.1647491455078,58347800,247.0892303466797,236.9815609741211,247.2179468536377,-1.0
2019-02-07,246.52696192453058,247.08198456490902,244.11574564590032,245.79905700683594,95482000,247.1274627685547,237.13475982666014,247.25202896118165,0.0
2019-02-08,244.53422302598477,246.1993182616944,243.69710760747503,246.0992431640625,75788900,247.2020690917969,237.2170703125,247.30370429992675,0.0
2019-02-11,246.76348758054456,247.02733708691719,245.69889841775574,246.23573303222656,68021400,246.95821838378907,237.28582611083985,247.35314849853515,1.0
2019-02-12,247.87352893830607,249.78428561370978,247.80072181159983,249.4021453857422,72270200,247.140185546875,237.30610046386718,247.40641174316406,0.0
2019-02-13,250.2483939275267,251.06729378623095,249.8207422126339,250.2119903564453,65277200,247.5496337890625,237.35342742919923,247.46260314941406,0.0
2019-02-14,249.11103989482245,250.80345895190635,248.2830321528876,249.656982421875,83234400,248.32121887207032,237.3594384765625,247.52520851135253,1.0
2019-02-15,251.45843904503184,252.41384496243677,251.24918107445714,252.37744140625,97088700,249.5768585205078,237.35382415771485,247.59930938720703,0.0
2019-02-19,251.56773379810363,253.47849073601392,251.55862596406837,252.8142852783203,59120800,250.89256896972657,237.5206805419922,247.6835732269287,0.0
2019-02-20,252.7778643460288,253.7878619820296,252.26832549521598,253.3238067626953,76610800,251.6769012451172,237.7051449584961,247.7729849243164,0.0
2019-02-21,252.67780410835684,253.0417564849418,251.44944054056953,252.42303466796875,64214700,252.11911010742188,237.98503295898436,247.8426522064209,1.0
2019-02-22,253.05083405023527,254.18820257068927,252.4048165055975,253.98805236816406,78114600,252.98532409667968,238.28717468261718,247.91611022949218,0.0
2019-02-25,255.4347787180895,255.96250548739934,254.25189881038992,254.3337860107422,69030700,253.37659301757813,238.59514587402344,247.99129692077636,0.0
2019-02-26,253.9789884611064,255.04355003041178,253.76970262074292,254.15187072753906,56844100,253.64411010742188,238.8754150390625,248.0540087890625,0.0
2019-02-27,253.4238682826253,254.39746230061496,252.47759776340072,254.04261779785156,56921600,253.78787231445312,239.15512786865236,248.104878616333,0.0
2019-02-28,253.82427324518326,254.270140627781,253.24195494908454,253.5695037841797,69268300,254.0171661376953,239.51403045654297,248.14966262817381,1.0
2019-03-01,255.1709283801404,255.57128435819536,253.69690308266024,255.15274047851562,78880500,254.25010375976564,239.99705078125,248.20177970886232,0.0
2019-03-04,256.22637372466164,256.4720353170595,251.8952657178964,254.22459411621094,106494600,254.22826538085937,240.4665725708008,248.2576833343506,0.0
2019-03-05,254.35194714844158,254.5521250734268,253.32376179591657,253.8787841796875,59114600,254.17364807128905,240.998291015625,248.3067478942871,-1.0
2019-03-06,253.9970946959168,254.00620252841875,252.0135309552271,252.34107971191406,75039800,253.83334045410157,241.573251953125,248.34915481567384,-1.0
2019-03-07,251.88613555256498,252.03172203552523,249.37484508290223,250.2301483154297,94885100,253.16546936035155,242.19762145996094,248.3840550994873,0.0
2019-03-08,248.34673648131417,249.90264911222562,247.8736010911316,249.72976684570312,85795800,252.08087463378905,242.9277215576172,248.40730911254883,1.0
2019-03-11,250.45767616956428,253.5149096697471,250.4303804335908,253.35113525390625,65098900,251.90618286132812,243.5147863769531,248.45207695007323,0.0
2019-03-12,253.9153161150676,254.83431902183187,253.72424592527292,254.3065643310547,79667500,251.99173889160156,244.08656524658204,248.498260345459,1.0
2019-03-13,255.20732611888147,256.93612083854373,255.04352393684692,255.9898223876953,80639200,252.72148742675782,244.69783294677734,248.5553701019287,0.0
2019-03-14,256.0170588752675,256.4447104809125,255.38014926688618,255.82598876953125,67518400,253.8406555175781,245.26633392333986,248.6145743560791,0.0
2019-03-15,256.38627078307627,257.91247267073993,256.19433113556886,257.0899658203125,81309000,255.3126953125,245.85538299560548,248.69412872314453,0.0
2019-03-18,257.30928228627613,258.32372873983087,257.08080662170295,258.0221252441406,62199800,256.24689331054685,246.5717172241211,248.7622515106201,0.0
2019-03-19,259.10053648234424,259.8773313845608,257.181335433722,258.0860900878906,90268100,257.00279846191404,247.14047271728515,248.83817962646484,0.0
2019-03-20,257.8667602239703,259.0913863576502,256.18518279159963,257.30926513671875,84609200,257.2666870117188,247.65747680664063,248.89830017089844,1.0
2019-03-21,256.4776565938671,260.62675460079043,256.43194472668404,260.21551513671875,79550400,258.14459228515625,248.18911346435547,248.9671248626709,-1.0
2019-03-22,258.8354539877202,259.3655051390941,255.14328026647146,255.20726013183594,122659300,257.76805114746094,248.5987469482422,249.0100114440918,0.0
2019-03-25,254.86006614885318,256.0664245232132,253.73598356874018,255.01544189453125,85575200,257.1667144775391,248.98798461914063,249.0416290283203,1.0
2019-03-26,256.7975394916452,257.88508605758255,255.49066517798937,256.9163513183594,68125900,256.9327667236328,249.4134197998047,249.0828855895996,-1.0
2019-03-27,256.9071200496009,257.50117899051645,254.0009167744235,255.5728302001953,72224700,256.5854797363281,249.84073760986328,249.1137490081787,0.0
2019-03-28,256.2126039045584,256.9985467668612,255.04280967199747,256.5415954589844,56238500,255.85069580078124,250.23374725341796,249.1477978515625,1.0
2019-03-29,258.07702333560206,258.48826285876356,256.9346448433203,258.1592712402344,82186800,256.44109802246095,250.64764556884765,249.18832153320312,1.0
2019-04-01,260.18807766456604,261.5223676323066,259.9138901544208,261.22076416015625,77617900,257.6821624755859,251.0867413330078,249.24814216613768,0.0
2019-04-02,261.41270424005586,261.58634796308917,260.54448562488926,261.3487243652344,40070400,258.5686370849609,251.4647055053711,249.30546432495117,0.0
2019-04-03,262.5824859606463,262.9846053117113,261.1476522711685,261.7599792480469,68243200,259.8060668945312,251.91640655517577,249.36643676757814,0.0
2019-04-04,262.08900384002254,262.710450955486,261.3853088319326,262.4545593261719,48997500,260.98865966796876,252.37199066162108,249.43344871520995,0.0
2019-04-05,263.1308833609207,263.77974648276233,262.8384277969563,263.72491455078125,58621700,262.10178833007814,252.85043426513673,249.51158531188966,0.0
2019-04-08,263.29533882660155,264.0355976850551,262.6281799028931,263.9259338378906,53566300,262.642822265625,253.2923162841797,249.58861099243165,-1.0
2019-04-09,262.9480676855835,263.27705924747306,262.0158970368012,262.5733642578125,66142300,262.88775024414065,253.74390625,249.6666632080078,0.0
2019-04-10,262.9937773910738,263.56042050881246,262.57338994638843,263.4690246582031,52601500,263.22955932617185,254.21977966308594,249.74694229125976,0.0
2019-04-11,263.9624892020349,263.97163715333335,262.82011089354165,263.3958740234375,55093100,263.417822265625,254.61830352783204,249.84369598388673,1.0
2019-04-12,265.03175075460433,265.4612860869483,263.44156917490665,265.177978515625,69727800,263.70843505859375,255.0097052001953,249.94665855407715,0.0
2019-04-15,265.25107715343137,265.35162094055715,264.19094680878806,265.00433349609375,49596700,263.9241149902344,255.39526763916015,250.05888381958007,0.0
2019-04-16,265.8999693700103,265.95480129413136,264.57479946019987,265.177978515625,52153200,264.4450378417969,255.74972747802735,250.16504333496093,0.0
2019-04-17,266.31117634891314,266.3385923076328,264.10866803146433,264.5290832519531,58268300,264.65704956054685,256.07046295166015,250.2662023162842,0.0
2019-04-18,265.1231461359784,265.3242058207747,263.80712417914714,265.0500183105469,68708500,264.9878784179688,256.4081683349609,250.3673543548584,0.0
2019-04-22,264.27326325016213,265.43390967043416,264.1818673996459,265.2785339355469,40160100,265.00798950195315,256.79775787353515,250.47397148132325,1.0
2019-04-23,265.65322133003247,267.90144197832353,265.41562560118007,267.663818359375,52246600,265.5398864746094,257.2290493774414,250.58256393432617,0.0
2019-04-24,267.58160755349985,267.91974712573455,266.92359642452146,267.06982421875,50392900,265.9182556152344,257.6457312011719,250.67778533935547,0.0
2019-04-25,266.9692227954836,267.5724018577207,265.69891268554153,266.9052429199219,57770900,266.39348754882815,257.9957931518555,250.76101722717286,0.0
2019-04-26,266.95104382156615,268.22135435520175,266.1650728213162,268.14825439453125,50916400,267.013134765625,258.35451843261717,250.84596183776856,0.0
2019-04-29,268.2396119044989,269.0986827425716,268.148216049153,268.568603515625,57197700,267.6711486816406,258.73275085449217,250.94219367980958,0.0
2019-04-30,268.2212906505365,268.9981135124124,266.7864846285926,268.7056579589844,81111700,267.8795166015625,259.0593151855469,251.02780891418456,-1.0
2019-05-01,269.3453729749265,269.5555806114774,266.6767651351893,266.6859130859375,71671900,267.802734375,259.33674774169924,251.10233436584474,0.0
2019-05-02,266.567150354629,267.49934901953236,264.5931170461323,266.1101989746094,65030200,267.6437255859375,259.5924755859375,251.17510719299315,1.0
2019-05-03,267.6089683683893,268.99809029211644,266.2198185545679,268.71478271484375,56543700,267.75703125,259.918310546875,251.2558151245117,0.0
2019-05-06,264.3463391465625,268.0567816411459,264.0264676439063,267.6089782714844,107198100,267.5651062011719,260.1907290649414,251.32833709716797,-1.0
2019-05-07,265.16884913570834,265.77202823337643,261.20251496931087,263.1399841308594,144729900,266.45197143554685,260.3668530273437,251.3832869720459,0.0
2019-05-08,262.77447509765625,264.5108848669223,262.1712958933658,262.77447509765625,91568300,265.6696838378906,260.53930511474607,251.4378503417969,0.0
2019-05-09,260.6724958560857,262.5916693516454,258.9086423221136,261.9793701171875,103471100,264.84351806640626,260.69804016113284,251.48609657287597,1.0
2019-05-10,261.02892110382476,264.0630851844664,257.99475702318307,263.29541015625,112429300,263.7596435546875,260.8925582885742,251.534574508667,-1.0
2019-05-13,258.10445556214523,259.0823104166588,255.82881849690676,256.6787414550781,127290500,261.57359619140624,260.92307830810546,251.53916259765626,1.0
2019-05-14,257.7113939437143,260.55364562845375,257.5834620782471,259.0,77003200,260.7455993652344,261.0185864257812,251.55837371826172,1.0
2019-05-15,257.3459067923764,261.1660141098382,257.13569909104245,260.51715087890625,73956400,260.29413452148435,261.15135375976564,251.59381546020506,1.0
2019-05-16,261.2299664198904,264.30981431583507,261.1568664693772,262.9298400878906,76749600,260.484228515625,261.36312896728515,251.64794006347657,-1.0
2019-05-17,260.5902043388431,263.75229956914995,260.57190843693104,261.22991943359375,100353000,260.0711303710938,261.58312438964845,251.68735115051268,-1.0
2019-05-20,259.6031709282854,261.33958029430323,258.74410025108085,259.5026550292969,62877600,260.6359130859375,261.7785821533203,251.7202421569824,1.0
2019-05-21,261.22077964622235,262.22607812949855,260.9648880223061,261.8422546386719,46847100,261.20436401367186,261.94840454101563,251.75794235229492,0.0
2019-05-22,260.8735291148578,262.00675950433396,260.5536576013486,261.03802490234375,49482500,261.30853881835935,262.0830337524414,251.78617294311525,-1.0
2019-05-23,258.78068141807125,258.82636539518575,256.4136768675648,257.8485107421875,98733800,260.2922729492187,262.1202075195313,251.79377288818358,0.0
2019-05-24,259.3107188273556,259.73113411075406,257.80278509194983,258.4333801269531,55268100,259.73296508789065,262.1723553466797,251.80006484985353,-1.0
2019-05-28,258.71666079369953,259.68539523276996,256.0115171463004,256.02978515625,70029400,259.03839111328125,262.1511517333984,251.7948791503906,-1.0
2019-05-29,254.8966176864002,255.30785718715816,252.88602049347762,254.31170654296875,104972900,257.53228149414065,262.076943359375,251.78285888671874,0.0
2019-05-30,255.07938657042624,255.92933733574753,253.89132413560566,255.00628662109375,62523800,256.3259338378906,262.0153472900391,251.78291206359864,-1.0
2019-05-31,252.41992748241674,253.26070231660697,251.54256084226694,251.56997680664062,86862800,255.07022705078126,261.9005615234375,251.77055625915528,0.0
2019-06-03,251.60659229692368,252.73982291012055,249.57772684710562,250.93031311035156,96428000,253.56961364746093,261.71485748291013,251.7468975830078,1.0
2019-06-04,253.26072451966698,256.5142160643548,252.8037731466479,256.37713623046875,77231900,253.6390838623047,261.73825500488283,251.76001846313477,1.0
2019-06-05,258.02210677711537,258.62528583522965,256.1851815306836,258.5978698730469,71169700,254.4963165283203,261.8099035644531,251.77397720336913,1.0
2019-06-06,258.89956656874944,260.9649682070883,258.24155534934056,260.279541015625,69430400,255.55096740722655,261.8771673583984,251.79184112548828,1.0
2019-06-07,261.3122108845653,263.9808192298224,261.1385671280195,262.8841247558594,74272200,257.8137969970703,262.02339324951174,251.81998184204102,0.0
2019-06-10,264.4560707090199,265.78124103497686,263.9991192711179,264.09051513671875,60799100,260.4458374023437,262.1743716430664,251.85113723754884,0.0
2019-06-11,265.9365118504156,266.31121526773745,263.3684477447097,264.0264587402344,58641300,261.9757019042969,262.2917153930664,251.88273788452148,0.0
2019-06-12,263.78893103391914,264.35554633640356,263.0395240060713,263.5604553222656,47096300,262.9682189941406,262.3385092163086,251.91371963500976,0.0
2019-06-13,264.4834534154186,265.0135326351739,263.77061037755027,264.64794921875,48945200,263.84190063476564,262.4044937133789,251.94239440917968,0.0
2019-06-14,264.35552978515625,264.9678290355949,263.5787068361508,264.35552978515625,52324700,264.136181640625,262.4564047241211,251.95938568115236,0.0
2019-06-17,264.59310399914864,265.23284705567016,264.2823804228688,264.4560241699219,39205700,264.20928344726565,262.4964340209961,251.97624938964844,1.0
2019-06-18,266.30210546642076,268.294406541536,265.93652209586037,267.2251281738281,85434800,264.84901733398436,262.56643829345705,251.99993408203125,0.0
2019-06-19,267.3621479006748,268.36744616357515,266.37514553624754,267.8282470703125,78674400,265.70257568359375,262.6444845581055,252.03194778442383,1.0
2019-06-20,270.5517917663016,270.7985354809947,267.8923312808763,270.38726806640625,116570000,266.850439453125,262.80076263427736,252.07671127319335,0.0
2019-06-21,270.11362186655856,271.39011063577834,269.77383769113493,269.9942321777344,83309500,267.9781799316406,262.93126678466797,252.12176132202148,0.0
2019-06-24,270.2054264612974,270.5268257031092,269.50747331183095,269.6636047363281,47582700,269.0196960449219,263.05662139892576,252.1686701965332,-1.0
2019-06-25,269.71874343566867,269.74629274693956,266.9086015830414,267.018798828125,82028700,268.9784301757812,263.09343780517577,252.20627243041992,0.0
2019-06-26,267.9279252701242,268.44219770896007,266.6422441730346,266.75244140625,51584900,268.7632690429688,263.1283999633789,252.24506454467775,0.0
2019-06-27,267.5238149510521,268.212575593992,267.1381246854214,267.69830322265625,40355200,268.22547607421876,263.17880645751956,252.2863346862793,1.0
2019-06-28,268.6901483473657,269.58094670627355,268.1667114762214,269.07586669921875,59350900,268.04180297851565,263.26974212646485,252.3302149963379,1.0
2019-07-01,272.45535067350835,272.6757731480828,270.29722827622913,271.5186462402344,78705600,268.4128112792969,263.3991146850586,252.3859942626953,0.0
2019-07-02,271.4727477270736,272.28089817999637,270.6186910998588,272.2257995605469,61504500,269.45421142578124,263.5380599975586,252.43760940551758,1.0
2019-07-03,272.91456391864637,274.42066760540035,272.7676249229327,274.40228271484375,40898900,270.9841796875,263.67282928466796,252.49988189697265,0.0
2019-07-05,273.15326153197077,274.2552896570994,271.840031434639,274.0899658203125,51677300,272.26251220703125,263.8132321166992,252.56752670288085,-1.0
2019-07-08,272.7584116143693,273.90634603848855,272.03290921111795,272.58392333984375,45841800,272.96412353515626,263.92680572509767,252.62057235717774,0.0
2019-07-09,271.4084685758641,273.2267789612476,271.35336995968555,272.9237365722656,41101300,273.2451416015625,264.02231536865236,252.67392120361328,0.0
2019-07-10,274.0073277453317,275.1920038184866,273.46550610585535,274.22772216796875,58448500,273.64552612304686,264.1354977416992,252.72316329956055,0.0
2019-07-11,274.8798589497695,275.11861031046817,273.85131394006874,274.87066650390625,50826100,273.73920288085935,264.25879791259763,252.7768281555176,0.0
2019-07-12,275.3665598665007,276.174710316103,275.0543250156539,276.1012268066406,40326000,274.141455078125,264.44710418701175,252.8410331726074,0.0
2019-07-15,276.54203078839447,276.54203078839447,275.6787817601427,276.19305419921875,33900000,274.86328125,264.6487612915039,252.90691833496095,0.0
2019-07-16,276.10123463847384,276.31246470198573,274.9900417516245,275.3022766113281,36650100,275.3389892578125,264.78051116943357,252.97228485107422,-1.0
2019-07-17,275.2746286672549,275.43992447038585,273.4287414550781,273.4287414550781,36036300,275.1791931152344,264.89690643310547,253.02461959838868,0.0
2019-07-18,272.92370368244053,274.81549734524737,272.4737223626274,274.4297790527344,51392600,275.091015625,265.122702331543,253.0818243408203,-1.0
2019-07-19,275.5409872707183,275.5685365742411,272.7308462084317,272.90533447265625,58678600,274.45183715820315,265.325319519043,253.12683837890626,0.0
2019-07-22,273.3094464653778,274.12678937349017,272.78600957418263,273.5757751464844,43638100,273.9283813476562,265.5572476196289,253.17597366333007,1.0
2019-07-23,274.7145758959149,275.5318908691406,273.86968358381273,275.5318908691406,44564500,273.97430419921875,265.8019772338867,253.23416610717774,0.0
2019-07-24,274.7603480846565,276.8266296386719,274.6685077437751,276.8266296386719,47213200,274.6538818359375,266.2049349975586,253.3091439819336,0.0
2019-07-25,276.3675826497748,276.42268127441406,274.68699052102863,275.50433349609375,55394100,274.86879272460936,266.53502166748046,253.38483825683593,1.0
2019-07-26,276.20222422846143,277.5521962779143,276.07364211625463,277.35015869140625,45084100,275.75775756835935,266.87168182373046,253.46976165771486,0.0
2019-07-29,277.23075002272213,277.35013968280487,276.28485321111384,276.84503173828125,38126500,276.41160888671874,267.1499856567383,253.55405899047852,0.0
2019-07-30,275.42154619146254,276.57867277486173,275.0358279884175,276.1654052734375,45849000,276.53831176757814,267.44869537353514,253.6761180114746,-1.0
